Location Name,ISBN,Title Author Combined and Normalized,Title (Complete),Author,Publisher,Publication Date,Subjects,520 - Local Param 03,Permanent LC Classification Code,Process Type,Edition,Language Code,title_cn,category_cn
4F Book Collection,9783031432729; 303143272X; 3031432703; 9783031432705; 303143269X; 9783031432699; 3031432711; 9783031432712,rebuilding entrepreneurship at the grassroots converging divergent factors of society and economy - raja,Rebuilding entrepreneurship at the grassroots : converging divergent factors of society and economy / Rajagopal.,"Rajagopal, author.",Palgrave Macmillan,[2024],Entrepreneurship.; Entrepreneurship--Social aspects.,"Entrepreneurship is the bedrock of society and economics. Linking entrepreneurship to business needs passion, creativity, and resilience, however, these elements are always challenging. This book encapsulates the discussion on divergent challenges and needed managerial vigor to drive the enterprises competitive... A valuable contribution... Tanya Zlateva, PhD, Dean, Metropolitan College, Boston University, USA Entrepreneurship is a creative facet of the business by challenging the odds and probably pursuing a good idea. This book explicitly bridges the gaps between the entrepreneurial challenges, management, and outcomes. This is a book at the grassroots of business linked entrepreneurship... A good read for all. Angappa Gunasekaran, PhD, Director and Professor, School of Business Administration, Penn State Harrisburg, USA This book analyzes the impact of entrepreneurship, technology, and innovation on meeting chronic and recurring social challenges. It discusses inclusive entrepreneurial strategies to meet these social challenges through transformational leadership and innovative business models in the developing economies. With examples from Southeast Asia, Africa, and Latin America, chapters in the book highlight the critical success factors of entrepreneurship and strategies in resolving the social challenges. Converging epistemologies and best practices, this book provides many frameworks, conceptual models, and cases. It also argues that effective convergence of strategies related to technology, innovation, and poverty alleviation influences entrepreneurial performance. Rajagopal is Distinguished Professor of Marketing at EGADE Business School of Tecnologico de Monterrey, Mexico City Campus and Life Fellow of the Royal Society for Encouragement of Arts, Commerce, and Manufacture, London, United Kingdom. Dr. Rajagopal is currently serving as Visiting Professor at Boston University, Boston, Massachusetts, since 2013. He has to his credit 71 books on business management and over 400 research papers. Dr Rajagopal has been conferred Pravasi Bhartiya Samman, the highest civilian award of Government of India in acknowledgement of the outstanding achievement in the field of Education in India, Mexico, and the USA.",HB,None,,eng,重建基层创业精神：汇聚社会与经济的多元因素,创业; 创业—社会方面
4F Book Collection,9783777443799; 3777443794,erwin wurm the retrospective -,"Erwin Wurm : the retrospective / edited by Antonia Hoerschelmann and Klaus Albrecht Schr?der ; with a foreword by Klaus Albrecht Schr?der and texts by Antonia Hoerschelmann, Konrad Paul Liessmann, and Lydia Eder.",,Hirmer; Albertina,[2024],"Wurm, Erwin,--1954---Exhibitions.; Wurm, Erwin,--1954---Criticism and interpretation.; Wurm, Erwin,--1954---Themes, motives.; Sculpture, Austrian--20th century--Exhibitions.; Sculpture, Austrian--21st century--Exhibitions.; exhibition catalogs.; Exhibition catalogs.; Essays.; Catalogues d'exposition.","""With his sculptures of fat cars, tiny houses, cucumbers, bread rolls, and sausages, Erwin Wurm shines a critical spotlight on consumer society's manipulative mechanisms and their effects. Published to coincide with the artist's seventieth birthday, this extensive catalog documents the important stations of Erwin Wurm's artistic career to date. Wurm uses shifted proportions and new angles on objects of everyday life to gain new perspectives and insights into our world and our lives. Alongside his main works, this book also introduces the public to lesser-known but equally significant works and work groups. The resulting selection forms a dense network of artistic statements comprising sculptures, drawings, working instructions and documentation, videos, objects, photographs, and paintings""-- Description from https://press.uchicago.edu/ucp/books/book/distributed/E/bo238315781.html, accessed 20250110.",NB,None,,eng,埃尔温·沃姆：回顾展,雕塑—奥地利—20世纪—展览; 雕塑—奥地利—21世纪—展览; 展览目录
4F Book Collection,9787030776570; 7030776577,"光学和光子学的术语及概念 terminology and conception of optics and photonics - 麦绿波,",光学和光子学的术语及概念 = Terminology and conception of optics and photonics / 麦绿波等著.,"麦绿波, author.",科学出版社,2025.,Optics.; Photonics.; Optics--Terminology.; Photonics--Terminology.; 光学--名词术语.; 光子--名词术语.,"本书共十八章, 术语及概念的内容包括: 通用基础; 视觉光学与色度学; 几何光学; 波动光学; 量子光学; 紫外和射线; 激光; 微光; 红外; 太赫兹; 光通信; 微纳光学; 光学测量; 光学材料; 光学工艺; 光学零部组件; 光电器件与显示装置; 光学仪器.",QC,None,第1版.,chi,光学和光子学的术语及概念 = Terminology and conception of optics and photonics,Optics; Photonics; Optics--Terminology
4F Book Collection,9787030815040; 7030815041,"大数据时代档案数据治理研究 - 金波,a","大数据时代档案数据治理研究 / 金波, 杨鹏著.","金波, author.",科学出版社,2025.,Archives--Information technology.; Archives--Data processing.; Archives--Administration--Technological innovations.; 档案管理--信息化建设--研究.,"本书立足大数据时代浪潮, 对接国家治理和数字中国战略, 洞察档案事业数字化数据化转型与智能化智慧化升级态势, 归纳分析档案数据管理实践与运行障碍, 探究档案数据的本质属性、演化机理、运行规律、要素价值和利用方式, 解析档案数据治理理论内涵, 科学构筑集质量控制、资源整合、共享利用、安全保障与运行机制于一体的档案数据治理体系, 指导档案数据治理实践.",CD,None,第1版.,chi,大数据时代档案数据治理研究,Archives--Information technology; Archives--Data processing; Archives--Administration--Technological innovations
4F Book Collection,9787030822437; 7030822439,算法与数学 数学思维与编程实践 - 米田優峻,"算法与数学 : 数学思维与编程实践 / [日] 米田优峻著 ; 李曙, 余岳译.","米田優峻, 2002- author.",科学出版社,2025.,Computer algorithms.; Computer science--Mathematics.; 计算机算法--研究.,"本书梳理算法学习所需的数学基础, 介绍二分查找、素数判定法、欧几里得算法、蒙特卡罗方法、排序算法、动态规划法、埃拉托斯特尼筛法、图论算法等经典算法, 将典型数学分析归纳为9个要点进行讲解. 书后配有30道综合测试题, 可帮助读者检验和复习所学知识.",QA,None,第1版.,chi,算法与数学 : 数学思维与编程实践,Computer algorithms; Computer science--Mathematics; 计算机算法--研究
4F Book Collection,9787030825322; 7030825322,百位著名科学家作风学风故事 - 中国.科,百位著名科学家作风学风故事 / 中国科学院直属机关党委[著].,"中国. 科学院直属机关党委, author.",科学出版社,2025.,Scientists--China--Biography.; Science--Philosophy.; 科学家--生平事迹--中国--现代.,"本书讲述了发生在100位老一辈科学家身上的优良作风学风故事, 展现了他们严谨治学、淡泊名利、无私奉献、清正廉洁、简朴励行、修身齐家的高尚品格. 通过讲好老一辈科学家的故事, 引导激励广大科技工作者, 特别是年轻的科研人员, 主动践行诚信严谨的科研态度、清廉简朴的工作作风、忘记""小我""成就""大我""的奉献精神, 自觉抵制浮夸急躁、急功近利、投机取巧的不良风气, 聚焦国家需求攻坚克难, 勇攀高峰, 推动科技创新高质量发展, 为国家科技进步和经济社会发展提供持久动力.",Q,None,第1版.,chi,百位著名科学家作风学风故事,Scientists--China--Biography; Science--Philosophy; 科学家--生平事迹--中国--现代
4F Book Collection,9787040640281; 7040640287,数学哲学导论 - k?rn,数学哲学导论 / Stephan K?rner著 ; 胡俊美译.,"K?rner, Stephan, 1913-2000, author.",高等教育出版社,2025.,Mathematics--Philosophy.; 数学哲学--普及读物.,"本书概述了柏拉图、亚里士多德、莱布尼茨和康德的观点, 着重探讨纯粹数学和应用数学的一般结构与基础. 对于三个主流的现代数学哲学学派 -- 形式主义学派、逻辑主义学派和直觉主义学派, 作者分别从阐述性和评论性的角度各用两章的篇幅进行了分析. 他在批判性地审视了每个哲学学派的命题和理论之后, 提出了自己关于数学理论、经验材料和哲学预设之间关系的新立场.",QA,None,第1版.,chi,数学哲学导论,Mathematics--Philosophy; 数学哲学--普及读物
4F Book Collection,9787100256230; 7100256232,时间的发现 the discovery of time - toul,"时间的发现 = The discovery of time / [英] 斯蒂芬·图尔敏, 琼·古德菲尔德著 ; 张卜天译.","Toulmin, Stephen Edelston, author.",商务印书馆,2025.,Cosmology--History.; Time.; 时间哲学--研究.,"本书从科学史的角度, 探讨了科学家是如何发展他们的历史观的, 揭示科学发现和知识与哲学思想之间的历史关系, 并进而揭示人类的时间观念史.",BD,None,第1版.,chi,时间的发现 = The discovery of time,Cosmology--History; Time; 时间哲学--研究
4F Book Collection,9787101169034; 7101169031,"东坡志林 - 苏轼,1",东坡志林 / 罗宁译注.,"苏轼, 1037-1101, author.",中华书局,2025.,"China--History--Song dynasty, 960-1279--Anecdotes.; 中国历史--笔记--史料--北宋.","本书中所载各篇杂说与史论, 相当一部分留下了写作年代, 较早的是元丰年间, 较晚的是元符四年, 前后历二十多年, 大体上是苏轼从被贬黄州开始, 截止至元符四年遇赦内徙, 内容相当博杂, 涉及北宋社会生活的方方面面, 从中亦可窥见东坡的学养、思想、世界观等诸多方面. 赵用贤所作的序文提到的""生平迁谪流离之苦, 颠危困厄之状"", 以及""襟期寥廓, 风流辉映"", 从内容和风格上点出了《东坡志林》一书的特点.",PL,None,第1版.,chi,东坡志林,"China--History--Song dynasty, 960-1279--Anecdotes; 中国历史--笔记--史料--北宋"
4F Book Collection,9787101170597; 7101170595,"中國訓詁學史 - 胡朴安,",中國訓詁學史 / 胡朴安著 ; 王其和整理.,"胡朴安, 1878-1947, author.",中华书局,2025.,Chinese language--Semantics--History.; 训诂--汉语史.,"本书论述了中国训诂学兴起的时代和起因, 以及训诂的意义和训诂学的分期. 书中分章介绍了""尔雅派""""传注派""""释名派""""方言派""之训诂, 清代训诂学之方法和今后训诂学之趋势.",PL,None,第1版.,chi,中國訓詁學史,Chinese language--Semantics--History; 训诂--汉语史
4F Book Collection,9787108078476; 7108078473,"少年中国 民族青春与成长小说 - 宋明炜,","少年中国 : 民族青春与成长小说 / 宋明炜著 ; 康凌, 肖一之, 樊佳琪, 廖伟杰译.","宋明炜, author.",生活·读书·新知三联书店,2025.,"Chinese fiction--20th century--History and criticism.; Bildungsromans, Chinese--History and criticism.; Youth in literature.; Narration (Rhetoric)--Social aspects--China.; 现代小说--小说研究--中国.","本书主体部分, 共有七章: 分别涉及梁启超《新中国未来记》、吴趼人《新石头记》、黄远庸在《东方杂志》上的文章、叶圣陶《倪焕之》、茅盾《蚀》三部曲、巴金""爱情的三部曲""、路翎《财主底儿女们》、鹿桥《未央歌》、杨沫《青春之歌》、王蒙《青春万岁》等作品. 作者借助这些经典之作, 将这六十年的话语建构, 视为一次旅途. 既有青春闪亮的澎湃想象, 也有现实残酷的迷茫与阴影.",PL,None,第1版.,chi,少年中国 : 民族青春与成长小说,"Chinese fiction--20th century--History and criticism; Bildungsromans, Chinese--History and criticism; Youth in literature"
4F Book Collection,9787108078643; 7108078643,中国人文学科四十年 -,中国人文学科四十年 / 汪晖主编.,,三联书店,2025.,Humanities--China--History.; Social sciences--History--China.; Social sciences--China.; 人文科学--研究报告--中国.,"本书共十章, 从哲学与宗教研究、历史研究、文学研究、语言学研究、美学与艺术史研究、考古学与出土文献研究、人文领域的新潮流、通识教育与语言训练和人文社会科学的国家管理机构等方面, 全面检阅了改革开放以来中国人文学科的发展脉络、思考方向和研究成果, 这样的工作在国内尚属首次, 它既有国家层面的文化意义, 在学术界内部也是一次有意义的全面阶段性总结.6",AZ,None,第1版.,chi,中国人文学科四十年,Humanities--China--History; Social sciences--History--China; Social sciences--China
4F Book Collection,9787111766650; 7111766652,产品设计与开发 原书第7版 - ulri,"产品设计与开发 : (原书第7版) / [美] 卡尔·T. 乌利齐, 史蒂文·D. 埃平格, 玛丽亚·C. 杨著 ; 杨青等译 = Product design and development / Karl T. Ulrich, Steven D. Eppinger, Maria C. Yang.","Ulrich, Karl T., author.",机械工业出版社,2025.,Industrial management.; Production management.; Industrial engineering.; New products--Management.; 产品设计.; 产品开发.,"本书阐述了复杂产品开发的流程、工具和方法, 主要内容包括机会识别、产品规划、客户需求识别、产品规格、概念生成、概念选择、概念测试、产品架构、工业设计、面向环境的设计、面向制造和供应链的设计、原型化、稳健设计、服务设计等, 并介绍了如何协调团队各方面的工作.",HD,None,第1版.,chi,产品设计与开发 : (原书第7版),Industrial management; Production management; Industrial engineering
4F Book Collection,9787111770299; 7111770293,"请和门外的花坐一会儿 植物たちの秘密誰かに話したくなる - 田中修,",请和门外的花坐一会儿 = 植物たちの秘密誰かに話したくなる / [日] 田中修著 ; 袁月译.,"田中修, 1947- author.",机械工业出版社,2025.,Plants--Miscellanea.; Botany--Miscellanea.; 植物--普及读物.,"本书深入探索了植物世界的奇妙奥秘, 揭示了它们独特的生存策略、多彩的颜色、迷人的气味、多样的味道以及强大的保护机制. 同时, 本书还探讨了植物与人类生活的紧密联系, 展示了植物在维持生态平衡、促进人类健康等方面所起到的重要作用. 通过阅读本书, 读者不仅能深入了解植物的生物学特性, 还能激发对自然的好奇心和保护意识. 它让我们意识到, 每一株植物都是自然界的宝贵财富, 值得我们尊重与保护. 在繁忙的都市生活中, 不妨放慢脚步, 与门外的花坐一会儿, 感受那份来自大自然的宁静与美好.",QK,None,第1版.,chi,请和门外的花坐一会儿 = 植物たちの秘密誰かに話したくなる,Plants--Miscellanea; Botany--Miscellanea; 植物--普及读物
4F Book Collection,9787111772163; 7111772164,"企业进化论 8大方法论破解企业成长难题 evolution of enterprises 8 major methodologies to solve the challenges of enterp - 薄连明,",企业进化论 : 8大方法论破解企业成长难题 = Evolution of enterprises : 8 major methodologies to solve the challenges of enterprise growth / 薄连明著.,"薄连明, author.",机械工业出版社,2025.,Success in business.; Business enterprises.; 企业成长--研究.,"本书基于作者的企业实战背景, 提炼出企业经营管理的8大核心难题, 并提出8大方法论作为破解之道. 这8大方法论包括整体适配论、因果链论、战略推演论、经营循环论、管理循环论、变革论、齿轮论以及组织领导力论.",HF,None,第1版.,chi,企业进化论 : 8大方法论破解企业成长难题 = Evolution of enterprises : 8 major methodologies to solve the challenges of enterprise growth,Success in business; Business enterprises; 企业成长--研究
4F Book Collection,9787111778820; 7111778820,"deepseek使用指南 全职业场景应用实践 - 杜雨,a","DeepSeek使用指南 : 全职业场景应用实践 / 杜雨, 张孜铭, 陈博著.","杜雨, author.",机械工业出版社,2025.,Artificial intelligence.; Deep learning (Machine learning); Machine learning.; Chatbots.; Business intelligence.; Natural language processing.; 人工智能.,"本书聚焦于DeepSeek的使用方法和技巧, 直击30多个高频工作场景, 通过100余个开箱即用的提示词模板, 助你实现职场的弯道超车. 从3分钟速出会议纪要、1键生成爆款思维导图, 到悬疑剧本创作、短视频分镜设计, 再到法律文书润色、学术数据可视化. 无论是PPT排版""效率革命""、海报文案""灵感爆发"", 还是商业计划""专业攻坚"", 都可以用DeepSeek的""理工科大脑""与""深度思考""功能精准破局.",Q,None,第1版.,chi,DeepSeek使用指南 : 全职业场景应用实践,Artificial intelligence; Deep learning (Machine learning); Machine learning
4F Book Collection,9787115656834; 7115656835,不知不觉就能瘦 日常小动作自然塑造易瘦体质 - 植森美緖,不知不觉就能瘦 : 日常小动作自然塑造易瘦体质 / 著 [日] 植森美绪 ; 审定 [日] 金冈恒治; 译 易珉.,"植森美緖, 1965- author.",人民邮电出版社,2025.,Reducing exercises.; Weight loss.; Health behavior.; 减肥--基本知识.,"本书共分为7章, 每一章围绕不同的日常生活场景介绍了简单易行的日常动作, 涵盖了晨间活动、家务、工作、休息、外出、夜间, 边看电视边变瘦的锻炼方法.",RM,None,第1版.,chi,不知不觉就能瘦 : 日常小动作自然塑造易瘦体质,Reducing exercises; Weight loss; Health behavior
4F Book Collection,9787115670335; 7115670331,飞鸟集 stray birds - tago,飞鸟集 = Stray birds / [印] 泰戈尔著 ; 钟书峰译.,"Tagore, Rabindranath, 1861-1941, author.",人民邮电出版社,2025.,Sanskrit literature.; Indian poetry.; 英语--汉语--对照读物.; 诗集--印度--现代.,"本书是中国人最喜欢的泰戈尔诗集, 浪漫与哲理并存. 以极其平常的花花草草、山山水水、晨曦黄昏、星辰大海、飞禽走兽、爱恨情仇、生离死别等为素材, 充盈着清新隽永的诗情画意, 散发着弥足珍贵的人间真情, 洋溢着耐人寻味的深刻哲理.",PR,None,第1版.,chi,飞鸟集 = Stray birds,Sanskrit literature; Indian poetry; 英语--汉语--对照读物
4F Book Collection,9787121483325; 7121483327,"算法设计与分析 c 语言描述 - 陈慧南,",算法设计与分析 : C++语言描述 / 陈慧南编著.,"陈慧南, author.",电子工业出版社,2025.,C++ (Computer program language); Computer algorithms.; 电子计算机--算法设计--高等教育--教材.; 电子计算机--算法分析--高等教育--教材.; C++语言--程序设计--高等教育--教材.,"本书内容分为3部分: 算法和算法分析、算法设计策略及求解困难问题. 第1部分介绍算法问题求解基础和算法分析基础, 以及两种新的数据结构: 伸展树与跳表; 第2部分讨论常用的算法设计策略, 包括基本搜索和遍历方法、分治法、贪心法、动态规划法、回溯法和分枝限界法; 第3部分介绍NP完全问题、随机算法、近似算法、遗传算法和密码算法, 并对现代密码学和数论做了论述.",QA,None,第4版.,chi,算法设计与分析 : C++语言描述,C++ (Computer program language); Computer algorithms; 电子计算机--算法设计--高等教育--教材
4F Book Collection,9787121491924; 7121491923,"机器人智造的逻辑 - 顾浩楠,",机器人智造的逻辑 / 顾浩楠编著.,"顾浩楠, author.",电子工业出版社,2025.,"Robotics.; Robot industry.; Robots, Industrial.; 机器人--智能制造系统.","本书梳理了机器人的起源、核心技术与制造流程, 剖析了机器人产业的逻辑、商业模式和投资前景, 为读者提供了投身机器人行业的职业规划建议, 对人工智能与机器人交融的趋势及潜在社会影响与挑战进行了展望.",HD,None,第1版.,chi,机器人智造的逻辑,"Robotics; Robot industry; Robots, Industrial"
4F Book Collection,9787121498336; 7121498332,极端温度与恶劣环境电子学 物理原理、技术与应用 extreme temperature and harsh environment electronics physics technology and - khan,"极端温度与恶劣环境电子学 : 物理原理、技术与应用 = Extreme-temperature and harsh-environment electronics : physics, technology and applications / [印] Vinod Kumar Khanna著 ; 梅博, 张洪伟, 孙毅, 段超, 丁鸷敏, 李晓亮, 董洪建译 ; 丁鸷敏审校.","Khanna, Vinod Kumar, 1952- author.",電子工業出版社,2025.,Electronic apparatus and appliances--Thermal properties.; Electronics--Materials--Effect of temperature on.; 电子元器件--研究.,"本书以实际应用为出发点, 针对极端温度和特殊环境下使用的电子元器件, 面向深井、地热测井、航空以及航天飞行器等应用场景, 从电子元器件的基本原理进行分析和研究. 首先概述主流硅、绝缘体硅和砷化镓电子器件在高温下应用的研究进展, 并探讨现代宽禁带半导体, 如碳化硅、氮化镓、金刚石电子器件在高温下的应用. 然后概述了超导电子学的概念, 重点介绍约瑟夫森结、超导量子干涉仪和快速单通量量子逻辑电路的研究进展, 以及综述高温超导电力传输的研究现状. 最后介绍各种用来保护电子电路和设备免受恶劣环境, 如潮湿、辐射、振动等影响的措施和技术.",TK,None,第1版.,chi,"极端温度与恶劣环境电子学 : 物理原理、技术与应用 = Extreme-temperature and harsh-environment electronics : physics, technology and applications",Electronic apparatus and appliances--Thermal properties; Electronics--Materials--Effect of temperature on; 电子元器件--研究
4F Book Collection,9787121502958; 712150295X,c 程序设计 learn c - kell,"C++程序设计 = Learn C++ / [爱尔兰] Paul Kelly, 苏小红著.","Kelly, Paul, author.",电子工业出版社,2025.,C++ (Computer program language); C++语言--程序设计--教材.,"本书共14章, 介绍了C++程序设计方法. 内容包括: C++编程入门、键盘输入和屏幕输出、选择与循环、数组和结构体、字符串、函数、对象和类、指针和动态内存分配等.",QA,Loan,第3版.,chi,C++程序设计 = Learn C++,C++ (Computer program language); C++语言--程序设计--教材
4F Book Collection,9787121503498; 7121503492,"excel python科研绘图 - 童大谦,","Excel+Python科研绘图 / 童大谦, 李伟坚著.","童大谦, author.",电子工业出版社,2025.,"Microsoft Excel (Computer file); Python (Computer program language); Charts, diagrams, etc.; 表处理软件--应用--科学研究工作.; 程序语言--程序设计--应用--科学研究工作.","本书结合若干示例, 用Excel和Python xlwings对照的方式, 试图手把手地教会读者如何用Excel绘图. 通过阅读, 读者不仅可以学会用Excel绘图, 还可以学会各种渲染方法, 对已有图表进行美化, 以及用不同的方式创建Excel中没有的科研图表.",HF,None,第1版.,chi,Excel+Python科研绘图,"Microsoft Excel (Computer file); Python (Computer program language); Charts, diagrams, etc"
4F Book Collection,9787208191181; 7208191182,1517 全球视野下的 奇迹之年 - schi,"1517 : 全球视野下的""奇迹之年"" / [德] 海因茨·席林著 ; 王双译 = 1517 : Weltgeschichte eines Jahres / Heinz Schilling.","Schilling, Heinz, 1942- author.",上海人民出版社,2025.,Renaissance.; Intellectual life--16th century.; Reformation--Causes.; Europe--History--1492-1517.; Europe--Foreign relations--16th century.; Europe--Church history--16th century.; Sixteenth century.; 世界史--中世纪史.,"本书重点是从全球史的角度呈现1517年的世界面貌: 1517年及其前后发生了什么? 各级统治者、贵族与普通民众的生存状况如何? 当时的人们抱有怎样的世界观, 如何理解自己看到的和不理解的事物? 以及他们的行为产生了怎样的后果, 某些事件何以成为影响深远的决定性时刻? 从拉丁欧洲到陌生的俄罗斯, 从问题重重的教廷到如日中天地跨三洲的奥斯曼帝国, 从阿拉伯海岸、马六甲到大明王朝, 从西班牙到中美洲的阿兹特克帝国, 作者展现了1517年世界的权力格局、货物与财富的流动、新旧世界知识的交流, 以及社会各阶层的心态与认知.",CB,None,第1版.,chi,"1517 : 全球视野下的""奇迹之年""",Renaissance; Intellectual life--16th century; Reformation--Causes
4F Book Collection,9787213119217; 7213119214,"西瓜船 - 苏童,1",西瓜船 / 苏童著.,"苏童, 1963- author.",浙江人民出版社,2025.,"Short stories, Chinese--21th century.; 短篇小说--小说集--中国--当代.","本书包括: 《西瓜船》《告诉他们, 我乘白鹤去了》《樱桃》《吹手向西》《香草营》《茨菰》等短篇小说. 17个直呼真实的成长与挣扎故事, 写尽命运巨流里普通人的横冲直撞.",PL,None,第1版.,chi,西瓜船,"Short stories, Chinese--21th century; 短篇小说--小说集--中国--当代"
4F Book Collection,9787218182889; 7218182887,"何以中国 - 葛剑雄,",何以中国 / 葛剑雄著.,"葛剑雄, author.",广东人民出版社,2025.,China--History.; China--Civilization.; 中国历史--文集.,"本书由两部分组成. 第一部分是以往10年间发表的文章, 除大多数序跋类文章编入第九卷外, 其他大致按内容编为《天时地利人和》《古今丝路》《滔滔黄河》《浩浩长江》《大运河 好江南》《历史: 传统与现实》《旧史新义》《阅读中国》《文化何以自信》9组. 第二部分《秦、两汉时代: 中央集权统一帝国的巩固和延续 (前221-220年)》, 是当年作者参与姜义华先生主编的""面向21世纪课程教材""""中国通史教程""项目承担编写的《秦、两汉时代》.",DS,Loan,第1版.,chi,何以中国,China--History; China--Civilization; 中国历史--文集
4F Book Collection,9787222226180; 7222226184,灰蜜蜂 - kurk,"灰蜜蜂 / [乌克兰] 安德烈·库尔科夫著 ; 钟立, 陈晓萍译 = Grey bees / Andrey Kurkov.","Kurkov, Andre?, author.",云南人民出版社,2025.,"Beekeepers--Fiction.; Bee culture--Fiction.; Russo-Ukrainian War, 2014---Fiction.; Crimea (Ukraine)--History--Russian occupation, 2014---Fiction.; 长篇小说--乌克兰--现代.","本书讲述了: 一座位于乌克兰顿巴斯""灰色地带""的小村庄, 村子只有两条街. 担忧被交战双方炮火误伤, 居民都撤离了, 只剩下养蜂人谢尔盖·谢尔盖伊奇和他学生时代的死对头帕什卡两人留在这片缺电缺粮的荒芜之地. 他们分别住在列宁街与舍甫琴科街, 因战争被迫化敌为友, 对饮蜂蜜伏特加, 交换偶然能获得的食物和日用品, 日复一日度过战争边缘的荒谬日常. 谢尔盖伊奇遵循着""什么也听不到, 什么也看不见""的生存之道, 唯一关心的是六箱蜜蜂的健康. 当冲突的风险逐渐逼近, 养蜂人决定离开家, 把蜜蜂带往一个可以安静采集花蜜的地方.",PG,None,第1版.,chi,灰蜜蜂,"Beekeepers--Fiction; Bee culture--Fiction; Russo-Ukrainian War, 2014---Fiction"
4F Book Collection,9787222230286; 7222230289,西伯利亚一年 一个芬兰家庭在永冻土之地的奇异之旅 - kont,西伯利亚一年 : 一个芬兰家庭在永冻土之地的奇异之旅 / [芬] 尤西·孔蒂宁著 ; 颜宽译 = Siperia : suomalaisen perheen ihmeellinen vuosi ikiroudan maassa / Jussi Konttinen.,"Konttinen, Jussi, author.",云南人民出版社,2025.,"Konttinen, Jussi.; Siberia (Russia)--Civilization--21st century.; Climatic changes--Russia (Federation)--Sakha.; Yakut (Turkic people)--Russia (Federation)--Sakha--Social life and customs.; 游记--芬兰--现代--作品集.","本书是精通俄语的芬兰记者尤西·孔蒂宁的游记, 记录了他与妻子和三个孩子在西伯利亚生活一年的经历. 孔蒂宁以幽默风趣的笔调, 生动地描述了他们适应西伯利亚的生活、面对挑战的点点滴滴. 本书不仅是一部西伯利亚游记, 也是人类适应能力和探险精神的集中体现. 通过孔蒂宁一家的经历, 读者可以领略到这片永冻土地带的独特魅力, 以及人类在极端环境下生存的勇气和智慧.",DK,None,第1版.,chi,西伯利亚一年 : 一个芬兰家庭在永冻土之地的奇异之旅,"Konttinen, Jussi; Siberia (Russia)--Civilization--21st century; Climatic changes--Russia (Federation)--Sakha"
4F Book Collection,9787222232808; 722223280X,黑色的眼睛不看光明 - ales,黑色的眼睛不看光明 / [美] 玛利亚娜·亚历山德里著 ; 高天羽译 = Night vision : seeing ourselves through dark moods / Mariana Alessandri.,"Alessandri, Mariana, 1978- author.",云南人民出版社,2025.,Emotions (Philosophy); 心理学--通俗读物.,"本书分别从愤怒、痛苦、哀恸、抑郁和焦虑五个""负面""情绪维度, 结合生活实例及敌友双方的心理学和哲学理论进行讲述和分析, 挖掘社会对负面情绪的惯常态度出自什么思想根源, 尤其思考面对鲜活的、复杂的实际生活事例时的情绪, 旨在为身处弱势境况的人提供声援和鼓舞.",B,None,第1版.,chi,黑色的眼睛不看光明,Emotions (Philosophy); 心理学--通俗读物
4F Book Collection,9787300331102; 7300331106,维京人新史 从斯堪的纳维亚到丝绸之路 - jarm,维京人新史 : 从斯堪的纳维亚到丝绸之路 / 卡特·贾曼著 ; 王蓉译 = River kings : a new history of the Vikings from Scandinavia to the Silk Roads / Cat Jarman.,"Jarman, Cat, author.",中国人民大学出版社,2025.,"Vikings.; Civilization, Viking.; Scandinavia--History--To 1397.; 北欧--中世纪史--研究.","本书为了解维京时代提供了一个迷人的全新视角, 传统的维京人历史以英格兰为中心的描绘话语, 实际上只展示了维京世界很小的一部分, 作者打破这一限制, 为读者呈现维京人从斯堪的纳维亚到丝绸之路的庞大贸易和征服网络.",DL,None,第1版.,chi,维京人新史 : 从斯堪的纳维亚到丝绸之路,"Vikings; Civilization, Viking; Scandinavia--History--To 1397"
4F Book Collection,9787300332222; 7300332226,情绪传染 - hatf,"情绪传染 / [美] 伊莱恩·哈特菲尔德, 约翰·卡乔波, 理查德·拉普森著 ; 吕小康译 = Emotional contagion / Elaine Hatfield, John T. Cacioppo, Richard L. Rapson.","Hatfield, Elaine, author.",中国人民大学出版社,2025.,Emotional contagion.; 情绪--研究.,"本书综合各个学科, 包括社会心理学、发展心理学、历史学、跨文化心理学、实验心理学和心理生理学, 为""情绪传染""这一社会心理现象提供了令人信服的证据. 在本书中, 作者认为, 人们在日常接触中往往会自动、持续地与他人的面部表情、声音、姿势、动作和工具性情绪行为同步; 更重要的是, 人们的情绪体验时刻受到这种模仿反馈的影响. 他们首先呈现了观察和实验室证据来支持他们的观点, 然后为临床心理学家、心理治疗师、医生、夫妻、父母, 以及希望更好地塑造社交场合情感基调的专业人士提供了实用建议.",BF,None,第1版.,chi,情绪传染,Emotional contagion; 情绪--研究
4F Book Collection,9787300334639; 7300334636,"初心初样当年时 - 梁衡,1",初心初样当年时 / 梁衡著.,"梁衡, 1946- author.",中国人民大学出版社,2025.,Chinese essays--21th century.; 散文集--中国--当代.,"本书设""昆仑""""周公""""春回""""觅渡""""清贫""""洗尘""""重阳""七个篇章, 共收录了包括《假如毛泽东去骑马》《这思考的窑洞》《韶山毛泽东图书馆记》《德胜楼记》《一棵怀抱炸弹的老樟树》等在内的25篇散文.",PL,None,第1版.,chi,初心初样当年时,Chinese essays--21th century; 散文集--中国--当代
